Title,Price,Shipping,Condition,URL
"DELL Desktop Computer PC i7, up to 64GB RAM, 8TB SSD, Windows 10/11 Pro, WiFi BT",$129.00 to $555.45,+$361.90 delivery,Excellent - Refurbished,https://www.ebay.com/itm/365206745206?_skw=PC&itmmeta=01K0HD122Q9MXK7CY3X7XY0BEH&hash=item550804b076:g:HGMAAOSwEBdn5wE7&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1c81PVIZlEyiJT7gzC1vGy21wXpHv5UGdnCZIqyUy948lSzjrfwOvSIFTlT1wTxPQEMMcztNCWYpJG47PO%2Ba7xPlQjuq4OWHB8SmBuNc8PrAoQ2Hu3z7nBHKLdrHGEFXECMZ5zHFzEvALAmS1gM4DEAEEySCggOFBfrFgq3TFmd%2BlcCumMB6QUqQXGBRekBgtAqjwsSEY43EwE3w%2FDljNkln3XSWTpmd7kWzJsZwcKCdA21FujECl7Cs2gcwzAiuT4oV%2Fp%2BOmLDieIOatsmgWBA%7Ctkp%3ABk9SR_ChhK2EZg
"HP Z440 Workstation Xeon E5-1650 v3, 3.5 base, 32GB Ram, 256 gb nvme, 500gb ssd",$250.00,Shipping not specified,Pre-Owned,https://www.ebay.com/itm/135782791520?_skw=PC&itmmeta=01K0HD122QN1EGJCARNDK6DXK8&hash=item1f9d48f960:g:ijgAAOSwm~VoIOj2&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dkbdiLGsrDcsHQslys5h9te67TQNs1eY5J47egUscXeG49T8Gy6rVsaDl4BEH6pAD98qgfQ9te29u%2FCjV1CnahkkqC3mkDAZIhDjRkSEEG9%2BZHGTdlR2fCDfy42HJzfHej5017woXe%2BqhFhbXOPYiPX7GvLyuu3DKrQeZhusasClFSXa2xTWmyaHh8udMsyHcOMnNhGtwI5lV2zF58NTkMFBMfj3MhnTnmY6dQ43qvnQ%3D%3D%7Ctkp%3ABlBMUPChhK2EZg
Dell OptiPlex 7070 i5-8600 16GB RAM 256GB SSD W11 Pro AMD Radeon R5 2GB GPU,$190.00,Shipping not specified,Pre-Owned,https://www.ebay.com/itm/167654371810?_skw=PC&itmmeta=01K0HD122Q2V85N2X90HHQHK4R&hash=item2708fab1e2:g:oiYAAeSwKxpoeX10&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1ddIraS6K42VtVLnTZgHivRKJ3vrZB8tlJmYzhzi2z0uwbALD0yeiBX9bp3KgxXW2h6Q79NmDB6DDGdmRo8xKOy9hVkaMyt3GPxIVfN00u3I7Lg4z0FhCY2OQE%2FQMUn85Luse38gmgJvo3l6juW%2BHjktguC5UEIeEvNKrgYcb9stphk7NGbQMIy1FWvGUWFS0vFlnpDM41C1s8IMQbqK9iuQASNGWrHtiO9Y8qSJoJwHg%3D%3D%7Ctkp%3ABlBMUPChhK2EZg
Windows XP PRO SP3 32bit Computer Desktop PC - RS232 Serial Parallel DVDROM 9PIN,$79.99 to $129.99,Shipping not specified,Pre-Owned,https://www.ebay.com/itm/335484728473?_skw=PC&itmmeta=01K0HD122QBA9YP04C16AHX51D&hash=item4e1c72b499:g:a64AAOSwi3Fgypi3&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1eYqM91Kquj6i61c9GBMu%2FSEggbEbkwqvJWQVG1CKdhqkzx9MEGXr2GbIv%2F9WYwhvQ2pqXfonU%2FXcviZEyr5tOKF4y70wXxn66QxWX4CCe3JK5V9l1E5VykVU9rq1tLb5N2I0hNuozxqZ1xxBGKrgW0X4E5nPv1vRqkiat46GYoTUjBUoExhBXW311pnTWM6ViezwEZ2ArNpfm8U0WeeCNQEhJLDyNUHY4hFjhCPrbGpA%3D%3D%7Ctkp%3ABlBMUPChhK2EZg
"HP Desktop Computer PC i7, up to 32GB RAM, m.2 SSD,  Windows 11 or 10, WiFi",$129.00 to $392.70,+$278.75 delivery,Excellent - Refurbished,https://www.ebay.com/itm/365075815713?_skw=PC&itmmeta=01K0HD122Q1BYA13EAFF4XPMGD&hash=item550036dd21:g:DMkAAOSwQ0tnBton&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1du6NFdV9E1eFAtnEpKd7AVp5ngML%2FWF9kZlzIx5vSKNTTNHIaWGtuW9QxFn4qLETPSXpMOR%2FCMVCSEl5oEbleI%2FBEPPYlv3%2BoI%2FhCKklXmuBO5oVlnObXs2Asmne0%2B8Bg3wp2vehple2ENtpAG2ElnEtUvUFFF7idARLamLc8ot7mKv8FtzW0YoSJYHWVcrJ%2FS7yMvIJaOlirvZxXFYxF2Qb5tcCDytfRmn8kheZdBqzvT3tPFgzSIM3w6sHpn5khvXoOGUdJ2NoFi1PS7HrGy%7Ctkp%3ABk9SR_ChhK2EZg
"DELL Desktop Computer PC i5,up to 32GB RAM,1TB m.2 SSD, Windows 10/11, WiFi",$128.25 to $313.25,+$65.00 delivery,Pre-Owned,https://www.ebay.com/itm/396869851001?_skw=PC&itmmeta=01K0HD122QD6D83XEYJSWR7NZ0&hash=item5c67495779:g:dWAAAeSwVq5oeNH3&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cAbySO1g%2FpmGk0wT7acu6jIA4MWa8ivtxkfWneo%2FuNiRkIXpFSt3ojW610290H0x%2B889nokP1D%2FlSWaYu%2FUEH%2B74Va5yET8PnmEIuyAS5rlJFojckV5O1S6Ad%2BFSsPjECH4ZSpSiazVWZCzEec5Q2WCs%2B6LggaFd0wOsGqr2RjTwWEH8DbIZmJM%2FfKF62jvVp0zKF3L6ZAO5CdgAMlId5XFzJ%2Bc408vmGZp9SzYLSd9w%3D%3D%7Ctkp%3ABk9SR_ChhK2EZg
"DELL Desktop Computer PC i5, 16GB RAM, Up to 2TB SSD,Windows 11, WIFI BT, DVD-RW",$139.00 to $359.00,+$323.65 delivery,Excellent - Refurbished,https://www.ebay.com/itm/365441733725?_skw=PC&itmmeta=01K0HD122Q8YK97VAMEQHGG23P&hash=item551606545d:g:IF4AAOSwAO5n2dJE&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cILe%2B2%2BYZ7FWv3TqzoXTm7Bx8m2dmUb4MXhYwjdir%2FI3mho%2Fi5aToLGbFzA7PXqBTb2eQ14TRxzU9KjIRy2JY3Wc3USHKtr9za5gr6LPYhMuQb4ibPdMO1zvQcdfjJzrI235AsBOyAodrZmI2DjfgZ9AN4a4avi%2Fz%2BPH6d0qlSR%2BWglTxFeziPJvmy0vWAN7UrYGzvSx5OIzo7kzwgrcdIobbzxyn7Wua2NAzDEMSEngX%2F3bQyMHq8YEJavYDS8KemLucvssMrpfQsjmIr2m1v%7Ctkp%3ABk9SR_ChhK2EZg
Assembled Computer Core I3 16GB 240GB Windows 11 Pro Office Use HDMI PC,$337.83,Free International Shipping,Brand New,https://www.ebay.com/itm/226862550581?_skw=PC&itmmeta=01K0HD122QX1853WFPZYFGAX8X&hash=item34d20fce35:g:rlMAAeSwW6locP8p&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1e7eiP%2FZNSKKlQVDJbr8Rw9ufWE8xjLmBKG%2BtgK3M4hv%2BNdN77T3q%2F4zFEMis5Bgi9LbdHMMKgyRxoGVsfMyvPk3wbJ4vODO6fDwSZ4euyXeIP16rdeoPFDEtdG7eK%2Bzm6d23UUwt4MM48Tt0J9qLVz%2FLAIgE2ziDap%2B1AqeRkf32ofJ4vnF5w9kOmXAf7wH8ekUqBFqPmniV%2FxLV4jncYfT0O7%2Fc1zxuwqQc3cvqyNKxVHdBkxX4b0QvOrHjQDZiK6G8MFSfquBm%2FpCcUAbN0K%7Ctkp%3ABk9SR_ChhK2EZg
Dell PC With Upgrades  Barely Used Comes With Power Cord And HDMI Cable,$85.00,Shipping not specified,Pre-Owned,https://www.ebay.com/itm/376355410185?_skw=PC&epid=23054751922&itmmeta=01K0HD122QNX5YE7TA3TPCKM7C&hash=item57a087d109:g:S1QAAeSwul1oVhmD&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1eWCYLTgWIcNk%2Bb1OOE41%2BTJAQKO3RuIcqOBzn%2Blnm1z%2BZxx26KJJtncGEeyqibLiIi%2FkcywC%2FM8vSqqxQeeZAT0MOVNEhCZLEpS24AfwNpA2lwYcORnjhYec8YPn2z3I86dv553EWz1weszK8dT63uEW3ojGImgn8IC3BELSvuRZ7Jvg9dhRaZUDH6s1bSybptIiO2lFqPYd7z%2F1sZBYp4jcgUg3yxIKG8x1BMS%2FRXzw%3D%3D%7Ctkp%3ABk9SR_ChhK2EZg
Cheap gaming computer PC GTX 750Ti,$115.00,+$50.00 delivery,Pre-Owned,https://www.ebay.com/itm/116687149469?_skw=PC&itmmeta=01K0HD122QTZD5DZABK0VKM1SK&hash=item1b2b18999d:g:TOIAAeSwmUhoYAug&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1e4DTOE0U6L4Lxkm8FbeRjGS5e2vIHtqdun3HQ7f9JwbssUiUcAg%2BCNynNkIO299m0JdS6Ol%2Bpn9ligGU%2BgdZTB%2BOJxrB8SI6nzduBrd1dxKRy4j4ySyWwb1sw1H5sVRIL3pSXeOB7%2B1LvPj3F0t5OQKAhKZUWDZmU404%2FCsw%2FtFQaM1M6pVDTX5PvUfVnUuJ49UaAdC%2BO%2FDN1WA9K1BdaUR%2BGnbSziRS188M5Smid5eA%3D%3D%7Ctkp%3ABk9SR_ChhK2EZg
Desktop Computer Q956 I3 3100 MHz 8GB DDR4 128GB SSD M.2 USB 3.0 Windows 11 V340,$88.35,+$48.59 delivery,Pre-Owned,https://www.ebay.com/itm/316443188931?_skw=PC&itmmeta=01K0HD122QF2SQJFNBAZ88Z7Q7&hash=item49ad7bdec3:g:pPoAAOSw9AhmpkJN&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1eSQFEMFU6D2foBmVvl%2F4r4KlM3tTwJAo2dKK59j8a4zfx7El6rNaa2OW5OYmQdu5bnWODcV5ZUe%2FlhGbOxNR%2FRkUksau9A2%2BWzB61yAmepRH1serYskqkJj%2F0vS9gyf5hwKK9Pd7ssGFc%2FS%2FJBdBlPZ1hP3X5ppA6%2F9662o3MZW4Rygok2tQDr6empghfr7JtRrXTPWcxxnss7W2AzZ9KulIuO5DW1fFFLdP8McsQRDw%3D%3D%7Ctkp%3ABk9SR_ChhK2EZg
"DELL Desktop Computer PC i5,up to 32GB RAM, 8TB m.2 SSD,  Windows 11 or 10, WiFi",$129.00 to $349.00,+$323.65 delivery,Excellent - Refurbished,https://www.ebay.com/itm/365053900938?_skw=PC&itmmeta=01K0HD122QAVYKBKYY29WDD16M&hash=item54fee8788a:g:wqcAAOSw8m5nROBN&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cN3t7c2raiSMvkjOExOBfbX99eOh8I32E5lrpVSPOC4I3sWcCcX83D4LO4IyIej9zJpeD4lgrtmvqgzlLZsdOucUesdTMcL3RgErjJlLugHpYJ0bsvqTCfPgpM%2Fsueip%2FXHsHav%2BqxYBWGFcE%2FOVA5tey5TcNY1GmJMDBThCslKUITG9qMl0hMj%2Fv1HpNuV0nlol7Xjdw7yPyB227qrrL9FlBmCWkX5dXGDhWF7VNptQ%3D%3D%7Ctkp%3ABk9SR_ChhK2EZg
🎮Gaming PC Desktop Work Computer Streaming: i7/16GB/500G SSD GTX 960~AMD R9 270,$249.99 to $309.99,"+$1,730.08 delivery",Pre-Owned,https://www.ebay.com/itm/334800687745?_skw=PC&itmmeta=01K0HD122QRHEV0EJCJX20FC6H&hash=item4df3ad1281:g:DlIAAOSwbexmoJuO&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1e3oL5JfZSC2qw%2FXxSSn6yhWoQrbCjGC%2FAoM1Tt3wos9u57xIIPpxxvdTUykRhk9i775TFT51QZ20C9TYrnPxRVF%2BbAZlWyi6auomFg0W%2FDFgkiFtA%2BsMswwyJ3WZ21brZi%2B4kiF4A3p86y%2BAfKiIIVF%2FNuq3hSuwU1o6F2TUe8EVjamaijXLz3hZXJdvJX9TZE59iVqhacPqmw4NJw1f%2F%2B42NgLx3Io92WDYGK4ojox5tw9lResgJDzWjwxTxaI3kTn1Ahj0iQcHCFNQ3Z26Qp%7Ctkp%3ABk9SR_ChhK2EZg
"Dell ECT1250 Tower Desktop PC-Intel Core Ultra 9 285K, UHD Graphics, Windows 11","$1,539.00 to $2,589.00",+$145.00 delivery,Brand New,https://www.ebay.com/itm/267296940937?_skw=PC&itmmeta=01K0HD122Q4PJZA9XEM6FC10YF&hash=item3e3c23a389:g:KWgAAOSwsmxoUTqo&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cNtZfl8%2BNdfYEJ61uKL%2FeHv4fmpKwwfsqdwjZePdoiHbWP4g8lTg4ZEiquagWoE%2Fbv%2Bqax89sVASv3ktKblHmPmJ2%2Bh0ZN92mChb3LqEoy0jfP89pB1oVXHv6sLeSuiJqzEDxIWX2vRYHZc4w7eqJ4P3A%2BGbzgdnozchtBDAfuciDUSE6LSMi8SHBxraFH3jm2pbZ0v%2FUPSVfi%2F5RnnG6qvmI8Bb8oajn50NdVe%2BovhQ%3D%3D%7Ctkp%3ABk9SR_ChhK2EZg
"HP Desktop Computer PC i7 6TH,up to 64GB RAM,17TB SSD HDD,  Windows 10/11, WiFi",$139.00 to $556.00,+$348.70 delivery,Excellent - Refurbished,https://www.ebay.com/itm/365356354746?_skw=PC&itmmeta=01K0HD122QN5K6A9NZ12QQXD6A&hash=item5510ef8cba:g:lz8AAOSw44lnkAQG&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fMEGHMQ4y%2B9fGY%2FPisdYG7qQCpedGjoxwBiMMMhmsRfCDLVrAk6NIMfeX482Z7K%2FJOqxE7P6DCFWEi55wD8MyHwfXRHbnzTDQQzig7%2BU1eX3lX%2Fv09u2CCHoEE47tbLGzIKW0P2cUgomb5%2BQNnOe%2F5uX4vFa48smGIAegZsuGMHis8BMMB5RR%2BvW2N9AkaQ1zX9luMxREPh7fZm9p%2BaKy5eJYZC2ozwwMEDOf7Ms5jxzmQnAlzMoxGLstRFWZHd3uKXk59SbeSsAwImvIiP6Tm%7Ctkp%3ABk9SR_ChhK2EZg
"DELL Desktop Computer PC i7, up to 64GB RAM 17TB SSD HDD, Windows 10/11 , WiFi",$129.00 to $515.76,+$361.90 delivery,Excellent - Refurbished,https://www.ebay.com/itm/365213672465?_skw=PC&itmmeta=01K0HD122Q1MMATB82E1GMCXA4&hash=item55086e6411:g:ZBUAAOSwczpn7Azz&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1eIoQWw6dYAsrIaIqePE2cM0LSuXNdFNIIzS3ePW0NS1HjVDdvm1gPxAKc4HO17I4udmy3ZZff5FBOujmPx0zJk1wM4v2nLRlXKnFrmrQv3BqBBKIImGvH8xQWVCAPHRxKPbQlvmi7MZa3g%2Fi4Y4sOvFCNHK2aHIbnOoHOwz2fy5QrqRnJPFUYtJWnu4VrV6QL69TcB6gKb8mou2HlNRd1owp%2FgV%2FUpOopswDwo7HT%2BYQ%3D%3D%7Ctkp%3ABk9SR_ChhK2EZg
"HP Gaming PC Desktop Computer i7, 32GB RAM, 14TB SSD/HDD,NVIDIA Windows, WiFi BT",$179.00 to $429.00,Shipping not specified,Excellent - Refurbished,https://www.ebay.com/itm/365441651234?_skw=PC&itmmeta=01K0HD122Q4QQV5XBEJR0YX818&hash=item5516051222:g:ZCIAAOSwi8pn~Vwg&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fWo55amjFIpcAo8sc8y%2BBB2F5uiSaEa6s4p2tCmtkwIsNE9tuchcvDLHJuXUryGlqaK9EPMWV9ZHB0eFS2PpuVG1ZHpUsUWX%2FYxZFWecxBMN4Dulm0GSx%2FHVhRqbViMeY0rkQmtk%2FTYdpEXGtsaGkaNcID5GI1Da7%2BytICsw5hDF6LKUqe1m%2FkZNmYQX5MrILhIU6YWRioliAn5g0A4pJLcOZBnw%2B%2BhzhEFpklxPwSiA%3D%3D%7Ctkp%3ABlBMUPChhK2EZg
"HP ENVY TE01 |  i5-12400| 12GB RAM | 512GB M.2 SSD | Monitor 27"" | Win 11 |  PC",$499.00,Shipping not specified,Open Box,https://www.ebay.com/itm/306370137172?_skw=PC&epid=3075033310&itmmeta=01K0HD122QEDFFMBHC87EWRAW4&hash=item4755154c54:g:oloAAeSw6rloXbIK&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1e2ufQCLViCIleov2AAGkgV0I8OtNIlh9iC8UORKYK2e6Gb8xkJrqV0GxZXWwf22bXm6QdYzSHbVNkk7hXgxBmPx7X2upeqZ3Pah8eiEkL3mVsolsk5FBgvoAtWqdOBO5G8g6CYPn0UygOkOdYiRbxz87P4vG4dmmA22Td44MkPoNI5LmaYRL6MOK9Q5P%2FlvgLbsu8owEslOO4n2WW%2FHXeo54cqpK5ngyK0J8uUPwR0HA%3D%3D%7Ctkp%3ABlBMUPChhK2EZg
BRENUC C14T MINI Gaming PC INTEL i9 11900H 16GB DDR4 RAM 512GB SSD WiFi 6 Win 11,$339.00,Shipping not specified,Brand New,https://www.ebay.com/itm/286642186586?_skw=PC&itmmeta=01K0HD122QQG3YC0GXDXHS74JG&hash=item42bd34a95a:g:lqMAAOSw2CVoSVNJ&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cG9LXN%2Fk2Eq3raQiOC3nW1hqnwpPTt70iWY%2F9mUUlHTrrWOx5uKKa0yMwKotiL5xbil2s169%2FyAWxeZXLkn45SB4cWYYUfeC3g0zYDNU1qzUm1S5vl8oy6%2F1Ucd5hB7rAri6702DOXpEzbvdrdRq2kTbxf7gunl4LnluKoLIRw466bQ4KwYZSYY%2FmHarUsyxik3R%2BCqhNakRUKNN1ZsqtnCrkiXWLQiUQq5HBBDGABcg%3D%3D%7Ctkp%3ABlBMUPChhK2EZg
NGP-8093 No Frills Workhorse Nvidia RTX 3090 Founders Edition,"$2,400.00",Shipping not specified,Brand New,https://www.ebay.com/itm/127234115816?_skw=PC&itmmeta=01K0HD122QG9X4FCHMW1NKPEZB&hash=item1d9fbe88e8:g:AqYAAeSwZExodp~x&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1eKGUOyCSPlmcoATm26P0MU2iBXI0hbttO6QTPeOShpg5vOJAegfVB57sDq6VurWDBXUQFMZfhjaNDbUo9eiBYqKEt4iGqqACUeIt2wIyrJD3Egfhi%2Ft2Nt%2FHpUa%2BXfnZDM7Oq4FVw0O8SlUq%2FstVQsfGpE18Un1MUuzSmfYgP%2FDHneiXEQ%2BWsgHUZy4%2BiGtJhgZef%2B2y1CNTJoZvBecpbLcOYa%2FI0%2BtXqLYtwYfQ653A%3D%3D%7Ctkp%3ABlBMUPChhK2EZg
Assembled Computer Core I3 4GB 120GB Windows 11 Pro Office Use HDMI PC,$285.73,Free International Shipping,Brand New,https://www.ebay.com/itm/326683111482?_skw=PC&itmmeta=01K0HD122QDQ6F6EESN0TEY6N4&hash=item4c0fd4b03a:g:5vsAAeSwOSpocP9U&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dTBqn4LKZjR1r3BQEbC3VXEe%2FZ5vSA5tqwSVmM4bJH8lh32mT%2B1E0cbRFSwNdX6av3EoSEzB09EggDpCgx%2BfQq1LMss8leMoYv48AYt85AK2dceytN7zABISHghbCRWdWnlMR2Q3tC8hlXArULoh%2B%2FFnlgLz9GkYu8GFmOZMVeKbjMw9V86mgyfXkZUfbl6O9sK2dvEz%2B2Lt8DLI94VbRO1W%2BYjJRPF7fCsFTf8ZDJTA%3D%3D%7Ctkp%3ABk9SR_KhhK2EZg
"HP Desktop Computer PC i7, up to 16GB RAM 2TB SSD Windows, WiFi BT, Free AMD GPU",$129.00 to $340.20,+$323.65 delivery,Excellent - Refurbished,https://www.ebay.com/itm/365472448596?_skw=PC&itmmeta=01K0HD122QFEB4VYE6H63DW3M9&hash=item5517db0054:g:040AAOSw7ttn8BGg&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1eRRevDHVkdyXUnx7rMsAs3EmnJ55K8L24tjyco4Mgx7KA9vpUzZ8v%2BRQGWg3eU8QoCIBlM1QMQmHwgDfocu2s%2B8f2JbkFp4VXZu8eVlDqZUmhcaDhy0j1sGgfE8b1HOsq47CKViMQU3BmFbl3R88O%2BCEvQbFt0wOlczmuwzDxa6pg86w%2FPrEpzxTMm32stQoIYr44uxfdamaLXP7puczEX8YkQo%2FIrbIaVtJytug3xcQ%3D%3D%7Ctkp%3ABk9SR_KhhK2EZg
Gaming Computer,$600.00,Shipping not specified,Pre-Owned,https://www.ebay.com/itm/317058638426?_skw=PC&itmmeta=01K0HD122QTVX5H9Z1V4FTDEQB&hash=item49d22ae25a:g:N3MAAeSwjxhoaZ05&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dtAZVlKx%2BhVZbqhQqtR1eTSNt7CwfTmz5q9O%2F%2BtbGlozTGRHEozVxTs5O9TEo2qRUrIxzgQ758ggzzpG%2FGgONUuJxzhhhIUpW%2Fk%2FzggfcZy15EISmN6Z1sXaVQLPtcd3a7ix05AqKTKQRKutplfGa9nSjvTZXqtsWKid4yXseawezkzsAeWE9shnDoKLw7ooyFBFkJ6Gpc%2BsT02cNw6h5q3UiLxrK0%2FdAEsUg42qS0pg%3D%3D%7Ctkp%3ABk9SR_KhhK2EZg
Assembled Computer I3 16GB 240GB 2TB 1GB GPU GT710 Win 10 Gaming Graphics PC,$482.11,Free International Shipping,Brand New,https://www.ebay.com/itm/326683108996?_skw=PC&itmmeta=01K0HD122QKQ1GKQ4D6M32XCC6&hash=item4c0fd4a684:g:-yQAAeSw8lxocP9X&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1c0ns2CiLzT8PnYTcRMmliXv9YNnjbRpgPGFyjGJ9%2BLmXqRf50lS5cJmAG1SiaaiCCkxVU8ITYb14Nvl%2FHcLjpn1bD%2B7zcJBN7CGNOTTbLkIiPuO80vQFBY3wa3SV95LLe4%2Fq4puDLRjYB2Kp8vqX9Ra3sXpNQI7cjMb96eYqIK46PUQONJLZ2rFP7KfSOLevd4WwtsOpyK3PjxYghjisYAQkp4sSbUDE0e9J38FheSmw%3D%3D%7Ctkp%3ABk9SR_KhhK2EZg
"DELL Desktop Computer PC i7, up to 64GB RAM 16TB SSD/HDD, Windows 10/11, WiFi BT",$129.00 to $499.00,+$323.65 delivery,Excellent - Refurbished,https://www.ebay.com/itm/365203617523?_skw=PC&itmmeta=01K0HD122QXS52XYDMG0YBDR64&hash=item5507d4f6f3:g:6F8AAOSwZVRnftYa&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fT4pJ3N3NkJf0dKMj9o5w7YyIU%2F6XoaUNl%2Bqp3HfMyCJ4MDuo1seHVAwP7DqwV3SkUXQEMD2u68GARpAXCpAVTE%2BkeeBdRQVmxNROJE6A%2BGNdso6EvJjR4cq4eV2NME0ElgFFOQJ2M3LYMQWXjPYvwKwI5REZmDPSdSV%2FLC8mzleWNO4D9PUNycEjxJSpnMQJDJJPBLxj4ljc9bwd3Nnben%2FPZHLB3WCUci4AriWbQKQ%3D%3D%7Ctkp%3ABk9SR_KhhK2EZg
Budget Cheap Gaming PC Computer,$210.00,+$30.00 delivery,Pre-Owned,https://www.ebay.com/itm/116685699241?_skw=PC&itmmeta=01K0HD122QPTKTNT4BYX7FRAMX&hash=item1b2b0278a9:g:DxkAAeSwUK9oYUqG&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dd%2FJmVBolTVfW1j5JdMnAUlCNQIlSd0IAQsRnjfn46KUTfLO0TQmd7Nz0zwlP1xIVZLl9qB1a2M6e1XDYsthHylHuEi6WObwW%2B%2BPPOPkcIjBM6Aj5%2FbaKDLXa77LUD5l%2FYPxwMEVHWUsq%2B8yUmhbsjkNh422q20sB1Lfa8xU0ZWVgTFof6mKT0N3lc%2BuVYXETOdAXuecdKCeMThKIkUzpQ%2F9HpREz9fxsY8AEuQ0awww%3D%3D%7Ctkp%3ABk9SR_KhhK2EZg
ADVANTECH EMBEDDED AUTOMATION COMPUTER i7 2.6 GHz Dual-Core UNO-2484G-6731AE,$800.00,+$773.92 delivery,Pre-Owned,https://www.ebay.com/itm/177162622620?_skw=PC&itmmeta=01K0HD122RQ3529FD5TP4D5K7K&hash=item293fb7169c:g:UesAAOSwxpxoQtsh&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1ce%2BvqKGykSVPEV2sodX41ydKh5RyYw3WxNv5gZiuSxDkb6v%2BykgljZWsplEJVWcT%2FgfLoSUK3cMr2eNfVppTUC7xYrK5I9tj0JZuUFCkZcEAVkVJZaS9Qs7eOHmOeys4CLCpX0ykjJWOk9ZanmGWvNQk0Vbvc1g%2BdnD8rA%2FjkfJ3QpVThlb%2FnomYlwh0BB5j2g1l21g5gPDN%2F87jBpzsxTJOshvrQv1DE2IWnU41Qv0Q%3D%3D%7Ctkp%3ABlBMUPKhhK2EZg
Destock Gaming PC | Threadripper 2950X | RTX 5070 TI 16gb | 32GB RAM | 1TB SSD,"$2,450.00",Shipping not specified,Open Box,https://www.ebay.com/itm/127232225816?_skw=PC&itmmeta=01K0HD122RFCX9MYGZJJ5FVMTT&hash=item1d9fa1b218:g:X-cAAOSwDl5oJRq2&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1ej6YFwC7AEFFwowMB4Y8rstvxkUVH4%2BKZPhYoP8ETgSwFVWRDjVMZt9EIYbpf296yMibLUckSaDOngt2nXUyYiB8QaSmixfYeKq4ensf0Jq9KwDpenwGWlP7j4JyhSwBOfmy7wYVTGwLCnrJbWYsSCDHzgiIa049vapSR9i%2BFX3AlswYYGnJdpOUYirrNhJenlvyXjYErWNSUDd%2FpRDQVK1pbaVCc96W7ucnzWYiuTJg%3D%3D%7Ctkp%3ABlBMUPKhhK2EZg
Gaming computer/ office computer,$330.00,+$10.00 delivery,Pre-Owned,https://www.ebay.com/itm/365714580449?_skw=PC&itmmeta=01K0HD122RKRK4J27QNPKXT4PZ&hash=item552649a3e1:g:1fAAAeSwMHxoauM6&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dONTrFYL2AagPyrwp4%2BoLlXE9EGLnxGJbwr4V3bYWhmRyx5d9bcaSL%2Fs9cs3tQY2NzQpYPOJYFUFF%2BpASiBFmJ3i5R9uUN3xTSoKE2SQnjioFuvezzBprjd%2BfWyZHxv0R%2FGzymjjfqonwnzqUbpO%2FHwzlQIpJNZrMhlFl2GKIcku5hbI42uGgq79n7%2BYiY8PAKD3yc5TCdb1bc1ee2AWQPFpiq0Yoqpj5i9NTwE3aW6u1wmEXHpdkkZ3orzRpR%2FxVdNXcud7002aNns5zjV6j1%7Ctkp%3ABk9SR_KhhK2EZg
