Title,Price,Shipping,Condition,URL
"DELL Desktop Computer PC i7,up to 32GB RAM,1TB m.2 SSD, Windows 10/11, WiFi",$125.25 to $310.25,+$65.00 delivery,Pre-Owned,https://www.ebay.com/itm/396840294062?_skw=PC&itmmeta=01K0HD0XH5W3D2968EQTWDTFS9&hash=item5c658656ae:g:NZcAAeSwFpBoblnG&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cb03cAaIwUx3nodF6kb5n1fo5mIQZbnmSuLGAj%2F8Drb8iiKp4VDaarfnkb%2B6plxG2%2Bpgi7p5wZdI5MDp5Wu%2Bbf%2B4RUc4sFsinf7StxHC17Ui4gnsUxB6SJWyIWluXGDgDWfN2%2Fp2v673KZ%2FvH5RW5QqarNF6s7c5VinkuEUHle5m6PmJ4KrxiORrNalVuDsBMgtA%2FRH%2Bp6p8rUIiK0TtywVkExor9rqXHa9613v4R5eg%3D%3D%7Ctkp%3ABk9SR47Zg62EZg
HP Z6 G4 Xeon 4108 16GB 500GB HDD NVIDIA P2000 Desktop No OS,$480.00,Shipping not specified,Pre-Owned,https://www.ebay.com/itm/156879173002?_skw=PC&itmmeta=01K0HD0XH59X3FNK1RRKH0AY7C&hash=item2486ba358a:g:dCwAAOSwkWNnfCm0&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fnSA%2FqD3tRvZ%2FzFY004uMx2OBtI0SUf5aZmuhdS3%2B9I7SImhxCucWdNVE6Df%2BfvXtcmvRExHrDEAuifDjIMfVnqKgpOseWCri2WsIyRKiRCwrcjYm2df1oHP0qu9JkogeFtORbAUgdXglETNEa2YM4zKtn8Pr275Ybk%2BtT2CF2R8D10MMx2X1ergvzuGM8qzM0DXVXdesBJTVRRKGULiaybB%2FSdhOSb3QACaTfjIOY1g%3D%3D%7Ctkp%3ABlBMUI7Zg62EZg
PC ASROCK BUILD A LA VENTA CON 3060 PNY 1TB,$900.00,Shipping not specified,Brand New,https://www.ebay.com/itm/317075478745?_skw=PC&itmmeta=01K0HD0XH5RH38ENQJXT8PMDYP&hash=item49d32bd8d9:g:Bb4AAeSw9sJocU9V&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fzrjbH5K2W%2FB%2BPb%2F2kpbsy74RDlQfwOv3VKJPaI%2FGi756yHlYfMHCc5Hw%2FqLoIAhaiocgPynkJR%2B0x6H0RZQVnFGW5kcIdtCVmRDCGaV9Au%2BwZJTA%2FKEPa2Iu86MvvrB5TIgoieXMH%2FodlhB7wBHdLfGRQ%2BERau8%2FZTihxjGONR14bzhN852IOnYpd6MkICitLRzxUGX9Iapow16Tgpxr55TiqKDdmz2JjxGQkTz3wqw%3D%3D%7Ctkp%3ABlBMUI7Zg62EZg
"HP Desktop Computer PC i7, up to 64GB RAM, 17TB SSD HDD,  Windows 11/10,WiFi",$119.07 to $476.28,+$348.70 delivery,Excellent - Refurbished,https://www.ebay.com/itm/365356213129?_skw=PC&itmmeta=01K0HD0XH5BNJTENMQ2TNR95RN&hash=item5510ed6389:g:nBcAAeSwO1loXuIT&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fuUQXzTfX5KDCCov2f4OkzxuWr58%2BQFQ5ATHQ75xPOYrrrO1SHRzCYPALLJ4E7mCweN1jKBAjR34aTHC2aiyWbP5WKeZZ32eKGGORj%2BBgODBNoHokc7rEI%2FuRFpbwjH42QZBKaPJsDkwZc13Qa6sc8vd1ZFdgNLM7zTb5bqVlLMP1G27QrULKbkD1eTCgz3vqCA%2Bzhfwx0gNj%2BXJUODug5VzvXAr6TgVE5OGG8PBVcoJCYg2R8M9lBf05XklNEyX7s9veMBfXRhPtTqpNOTHvy%7Ctkp%3ABk9SR47Zg62EZg
"Gaming PC Desktop Computer i7, 32GB RAM Up to 4TB SSD NVIDIA GTX 1660 Super",$449.00 to $750.00,Shipping not specified,Excellent - Refurbished,https://www.ebay.com/itm/365583802650?_skw=PC&itmmeta=01K0HD0XH5PATA8GQS4C06WGVH&hash=item551e7e211a:g:Ea0AAOSwi31oWbE3&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1eOMQhBpOQ0ALpD%2F5p4JvNul2pcPbSI0gx2q7PnsWj8fRF5D1hB39lYDkiBpWaZA2aKM8ICYkGcvwH54nR9MhUVCFehwdlfxYS2VUyexvA%2FAVStvUPlKmTYYRHZauUdEh7Ex%2BKkBdhW9xX4WS2zQ3LqdLVHOVcnT4tw8geFSLpcpYfrQ4xB5T3Rcid3CkdEM30sf0cZdMqvB%2FQQrUDIKQUsC9y4B%2FR2uGUxQxdCH3HGEA%3D%3D%7Ctkp%3ABk9SR47Zg62EZg
"Gaming pc RX 470 4gb, i5 4460, 16gb RAM, Windows 11, 256gb ssd, 1TB HDD",$200.00,Shipping not specified,Pre-Owned,https://www.ebay.com/itm/336073384213?_skw=PC&itmmeta=01K0HD0XH5H2Z8RNE41KENGVTJ&hash=item4e3f88e115:g:aUkAAeSwG1poecBu&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dacWmFSDlsEE8vGvUT4T4IDIFAekO7H2rKhtqzW%2ByzDy%2FUHmGdPHmdsBPEpRno2UrN%2BYaiU1hSuA7vb7ygz%2F4ZnuQmlIyhCZkE7D46H6M0ZkqNNrDut54k3gYWmJJutVqx0TNK%2FoKkq0LuoINesh9EJJsdwS0AVM7e9SBBBEjn66ZU1IeC3qZPKadjS%2BaB0KR28vxvxWEjriwFUb7eTQcpA0AxGH88%2BL6vasm0yB%2BcEg%3D%3D%7Ctkp%3ABk9SR47Zg62EZg
Custom PC 160GB SSD+2TB HD Intel Core i5 2.8GHz  8GB DDR3 Windows 10 Pro,$99.99,Shipping not specified,Pre-Owned,https://www.ebay.com/itm/136146481720?_skw=PC&itmmeta=01K0HD0XH598VJAJGRNV693Y4X&hash=item1fb2f67238:g:ICQAAOSwAxpnKS0u&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fj3Jsw4Xoien8HYGBkzOP1S%2BsbcWyQIwaTAYq3fHzwzKy6OhLuBGeTyCDQC4FxyS%2BE9bfFULZFsniHwuE%2FOwbaTjSpwd0gs1xVBEly21D8yuxWMvTQ%2FHJfNQfK0TbUdEDvU9UzxRGMrOuj6cYdZHyqLZTFNATabN2PrHyc%2FWv03MLMXZLmTFPpbA0u6WLE%2FX110%2BzcvdIFetL5Eq1v4Ypqvc1O2ery3Fe%2BVDS2qrVchaYXl7UkEhyOY0J93zn%2BsB6NEOciEZRZbN8On5HOztBY%7Ctkp%3ABk9SR47Zg62EZg
"Gaming PC – Xeon 3.5GHz, RX 470, 16GB RAM, SSD + HDD, Windows 11",$200.00,Shipping not specified,Pre-Owned,https://www.ebay.com/itm/336067025506?_skw=PC&itmmeta=01K0HD0XH5FVH3065S1R19SN4P&hash=item4e3f27da62:g:Jo8AAeSwD2RodcsX&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fvjme5pbRXhfiJfiPyOJk7PaFYdNAdKAueE2B3vxVJlxAqbNXHNoYBkbBaDxqVyfrGSE4Qpxo3Z44RCMQIEYdpSb%2FC31j8yYSPx9tx%2Bthfe12aaUSDTauz1zy0Nvomo%2BNdbzPHiAeLnQd1rLOnkUNDBFUP%2FbWBF7kRfjWJz4MgY9IUh%2BoSLjvXduuHS1Jf4S3h17O380ZyhMt8IzmcVG3cvAFoXHPyCl1O5x6AxdsmlS8hYM76P4v3GMblMuEzTL1Gq2J9EKw%2F7FP%2BJTYVhPjV%7Ctkp%3ABk9SR47Zg62EZg
Partially Built Gaming Pc  needs gpu psu And Hard Drive And It’s Good To Go,$50.00,Shipping not specified,Pre-Owned,https://www.ebay.com/itm/205612382679?_skw=PC&itmmeta=01K0HD0XH5FCCHW35ECFWJA1E5&hash=item2fdf73f9d7:g:QKYAAeSw8qRoctGR&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dEuNBcTmbq01lIQNBmf2yanqE8ZFgDvkqdIYzpWgZJLRSQq7bM3GECm1xE8y2oaa9UtLkytqyZudO40PFtm86WlTOP0mkUYP4z4SrKhCEHkeXYoVr5I6%2BMyIzX8OVeaE4VP%2F1hjMQo9ITAZ%2Fy0aKgc%2FxZS6I2cbUc7nKlvHCJwf42wWj2%2BUWBsiKsEUOXy9jfVl%2BDPxjoJ9dcjqI6FSyWpSbS7rBKPTZwu6kXI03cdlg%3D%3D%7Ctkp%3ABk9SR47Zg62EZg
"DELL Desktop Computer PC i7/i5,Up to 64GB RAM,14TB SSD/HDD,Windows 10/11, WiFi",$109.00 to $396.00,+$323.65 delivery,Excellent - Refurbished,https://www.ebay.com/itm/365454704409?_skw=PC&itmmeta=01K0HD0XH55797R3VSFHV861JP&hash=item5516cc3f19:g:oRIAAOSwvZ5oGj0i&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eOiz8RkwyYvn2Fz3QE%2FsSMdRYhK0ISr3pG6WMKVEmu7BYpwfsmiNEAGeuiFrqv3oqSuWuP%2BstcqSpuAlL4RSqP%2FbA8qNb8s5qAjmj%2FNGN%2Fk2yA%2FfZBpVdNK90qEs3y2AHm7G29%2FY7YjtLncpOnQYwpOxMf9CD4cauDa%2F647QfdYyIMxN9sizbUvOqaUQDFAYc7SAroXYCdliZwf63Qe%2BlUvgkxRmkiRNyppS9SjtHfr3AubXDJNJrRZBVycjGWNEptgkszHVEcWax7dDEyDxF8%7Ctkp%3ABk9SR5DZg62EZg
Custom Desktop i5-6500 3.20GHz 16GB RAM 256GB SSD Windows 10 Pro DVD HDMI,$99.99,Shipping not specified,Pre-Owned,https://www.ebay.com/itm/136146481735?_skw=PC&itmmeta=01K0HD0XH54SR2KYNAXJNJ61VQ&hash=item1fb2f67247:g:LW0AAOSw~HFnJPPx&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cr4g6Q5Dc76gYedcB%2Bm4tmzEG1EqZSy1nztu62lpCnB%2FcmJOtL4PsyRRR9KN16OLLW5zUgzz%2BuyWL7Uvp4lHWPnoqqG7HD3LWSxzTcpEee6jAbg1r77f66vzyEXkIjo1rII89OUC2SubHPPxW0zj8P0JUUiU8dqlvD1tEDh4emZqJcHEL1Rs9Z9UmkrYjRcC8nzD1ailcANlyyWSs2kRDhHm0OqpqU8D6jDi3luhuTDqObC%2F9U%2FLLR1IswLhscHYmYN%2F9FF%2FLDrHd4%2FkiBZEw5%7Ctkp%3ABk9SR5DZg62EZg
"Used Gaming PC – Intel Xeon E5-2680v2, 64GB RAM, GTX 1050 Ti, 500GB HDD, 10GbE",$223.20,+$15.09 delivery,Pre-Owned,https://www.ebay.com/itm/365737928827?_skw=PC&itmmeta=01K0HD0XH51ZQRD4K42VM5XCZ7&hash=item5527ade87b:g:aH4AAOSwkAZoOiaP&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1emCAlSi9%2F8OddBwP3DuorKpCAXPtylJdhIqQByKZYTUGqgtz05AtagjvY%2Fx%2FQDoG48818j3Gh%2BCUTqEjQYeg71NfGukpAPpoQlHqSaU9U1FUgjOrmdyrWYjhqQ2ggTdGJQQdxO%2FAe9Nr8x8NcO604D8vBL%2FJq3c38atAOVyJcxKsaNaPjNcOK7hkNC52inATgGaD6kEJyh8XrTJ7QCVG8DlznuUAHm15NCCPHbLoaXtQ%3D%3D%7Ctkp%3ABk9SR5DZg62EZg
GAMING PC SFF HP | i5-6600 | RARE RX6500 4GB LP | 16GB RAM | 1TB | W11Pro+Office,$325.00,Shipping not specified,Pre-Owned,https://www.ebay.com/itm/135575939723?_skw=PC&itmmeta=01K0HD0XH5JG1T2DRJR2YHZ0ER&hash=item1f90f4aa8b:g:7G0AAeSwy7tnu74b&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fhMMt194gvnUPuWr7XTg7g8RvYfSmzdpT%2FgxOEd6GoF0gr1ddk5DrgEcR7x9tdK%2BmczS4j%2BhFz1N9KrkHku83DfBc7Q8NevdGeb5Eqbe%2F2aUvkmNMWDJ843ezUc2hafsTk6EX3HMwWgPIcNqaLhL1HKpqBoOfTO31vyJUKybs4LZ%2FITaok%2FGhmPaokYDaP03hpEYkKmjN5EGSM19yzarkA2q%2FVqAd9vJON42br5i1Adq0VvEylT2R1tpKUmFiiGCd6mwcXdgCaP8UMOjkper%2Bg%7Ctkp%3ABk9SR5DZg62EZg
"DELL Desktop Computer PC i7, up to 64GB RAM 16TB SSD/HDD, Windows, WIFI, DVD-RW",$129.00 to $499.00,Shipping not specified,Excellent - Refurbished,https://www.ebay.com/itm/365297986474?_skw=PC&itmmeta=01K0HD0XH5STV5QBND2XJ2W097&hash=item550d74ebaa:g:xR0AAOSwZ-xn7B7T&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1f3EsY1ljS3cDlFkF%2BlXoPd2AT0q7soZ9QMUV23Xq5QLx4wIPETzja%2BUNu2d9aUtW%2FoOvcNIilweXu%2FqWWyHvLW0RWZRRqmdE1twb%2BI1P%2F7XRLTFcm1sCTf7iBk651Uylj8bAnOS9f%2B%2B6pPG5zey2D00BzlnBDyyaqN1oWJ8DpibsJEK%2FpWKOcPK%2FMrLVvWgEWcWPX6pk9YH7e1J%2F%2BYc7T8Os0NeNuU0dNA7XsW6Pbsr6BVDh4BgNP66uczIVpBSoJQc6hCZ%2F7TUXJAGIm3Zpi8%7Ctkp%3ABk9SR5DZg62EZg
"HP Desktop Computer PC i5 up to 64GB RAM 4TB NVMe m.2 SSD, Windows10 or 11, WiFi",$99.00 to $396.00,+$323.65 delivery,Excellent - Refurbished,https://www.ebay.com/itm/365057386176?_skw=PC&itmmeta=01K0HD0XH5J6813J20D7V06TED&hash=item54ff1da6c0:g:rJUAAOSwnJFmtoLb&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cTtNJXcDdXSd0yqnuwuqFzk8xducmRDsyiNOuZyLKqSGXsSvQaN4BQcCldj3o5YF0k534jLh6ufpn98uGmXuxxm0JSNgsmJCPUbPmOA%2FX2%2FuFxubXe4OJXeR9B6pg3zeW74DvEw2XqiUXxfDpro96fVCwVSrJgQ63xh3GDr1aJGnaefSDUT2N9okomGShRQybSwN3HvbEPEx8EEJuU4lv8CeMbpE5XiWYGUwLLKGPYdGsL%2FWS9cYz9OnkNJ1v8zD%2FyLkVHeLJ5G9Cgqdut5%2BCr%7Ctkp%3ABk9SR5DZg62EZg
"DELL Desktop Computer PC i7, up to 64GB RAM, 17TB SSD, Windows 10/11, WiFi BT",$129.00 to $516.00,+$323.65 delivery,Excellent - Refurbished,https://www.ebay.com/itm/365252987670?_skw=PC&itmmeta=01K0HD0XH5EXWE0K5SSS6SR4BQ&hash=item550ac64b16:g:P1QAAOSwRb9ndsIJ&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1duSYD1RaHpkXaCcAwZjdoA1t1CIRtr0LdllA90UHTcZR%2BGHH4FkZ5q4MXFHPXoqVMOvi6zmpP30ThDQAVo%2BvjwMx7HRgqVrixS8oJSXgCKaOYYOhVPzg10nOd%2FKu8Eo1let0XZ4L1GK%2Fl0f%2BVswCzrulFaMxX1no3%2FOhxuxrinKKf%2BbL9Mt1Mz7Mi%2FvMnTWMovvpboGI4QRppR%2BGzpJZ2TxKFOOYncUyviwpbtUXDjsg%3D%3D%7Ctkp%3ABk9SR5DZg62EZg
"DELL Desktop Computer PC i5,up to 64GB RAM,14TB SSD,Windows 10/11, WIFI,DVD-RW",$99.00 to $396.00,+$323.65 delivery,Excellent - Refurbished,https://www.ebay.com/itm/365360351238?_skw=PC&itmmeta=01K0HD0XH5ST45C0S7VD2Y7B06&hash=item55112c8806:g:9J8AAOSwrwZoHOF2&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1egUFke%2FWxEgPL1C2rn1c6gcI%2B9JQJWVQMi2YZOcOLFIZujQbzgucyK%2F2O700ZTlDDrSjS17W6H6U%2B5UeZUHWM7aAqoqIT86qxV5TakyD6%2BlhNNrkx3B%2Fb7fMly%2BVzHoEzSvhHp4RU2HFrbIlB6EzbEI9jRd7Tmygmoi0sibjeUcKk7dXAH36HNe5bolIkLpvlDdmGIavoHjmZfpLdG%2B9D8OJJW0vjXLhXpeDA3PuvPWAm8234CMsYhcz4yBoQlWt8JQvK8CTsJldZr6fdLKYz1%7Ctkp%3ABk9SR5DZg62EZg
"DELL Micro Desktop PC Computer i7, Up to 32GB RAM 2TB SSD, Windows 10/11, WiFi",$249.00 to $339.00,+$278.75 delivery,Excellent - Refurbished,https://www.ebay.com/itm/365093420457?_skw=PC&itmmeta=01K0HD122P1NR0D5K21JXBE5EJ&hash=item5501437da9:g:ay8AAOSwGPpoWudd&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1ehKjgtw1XM8obJHDBK06YHugqFMe5VSPL2ArsYwbgIUqFm9hfi8XMq%2FHy%2BPpT0J02p3EpFeLFWnnUttEP7hG3qTA21NjL2Ev1f3CRhwApGAqtenmspyJuvKsS3Vl43RwctHmHa5CSW2jcJRTNIn%2BlFk%2BzAIaHVYQoVgBfjaPmKUWi%2FCNSeCmgXI%2BHo0F0A%2F1t9Hnut6aN1wyQn2gRYlCSzAHEZgCWyWilKzhHnyZ5HTw%3D%3D%7Ctkp%3ABlBMUO6hhK2EZg
HP Desktop Computer 16GB 500GB SSD Quad Core 4Ghz DVD/CD Windows 11 WiFi SALE,$299.95,Shipping not specified,Open Box,https://www.ebay.com/itm/127234094196?_skw=PC&itmmeta=01K0HD122PEWH2SEQVHH25TAVE&hash=item1d9fbe3474:g:R20AAeSwPY9odplF&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1ch3ux%2Fum1jv1xjp4j4B4UvJfinSX4mathmY%2B5dT17LbS5WaUjMP0ywuHMASSDfYTGVSzNHbtZG0sy0diOyYkg8lG4G1ooHRtveJhLhZVyeYEcaEnycEEo2mUW0o%2BcA1Q%2FLgLd5lIf1Efq8LixENN2OMOBBGkQzy7S2cXfWfBqBeH3E3%2F581lgVk4M0BJr%2FX2zMNCpVJBEXAOZ6O3UErH%2BWaJpbPK%2Bc6djsmdmUWgSsdA%3D%3D%7Ctkp%3ABlBMUO6hhK2EZg
Destock Gaming PC | Threadripper 2950X | RTX 5080 16gb | 32GB RAM | 1TB SSD,"$2,700.00",Shipping not specified,Open Box,https://www.ebay.com/itm/127232221695?_skw=PC&itmmeta=01K0HD122PS0XDM30Z0HSMAF1F&hash=item1d9fa1a1ff:g:X-cAAOSwDl5oJRq2&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fz96M5HNUSW4IEKUnW7b5dxZfnMZdOGB9xSQ5j1uCYFvlOeyPU0A0%2Bt7L2md1KSUxGpmC27TRs2DxekW%2BQaa4ctDGfQtKAxMMKPDJlcp6J%2FJyAwH4XHvLzHUWtUX%2Bbsweobxn0zT%2FHnSBlRexrZoHNfUD2GA9XPt8W6xaCOz3nofkomMKe9XwY2lWoL9%2FtpG2PdGdM8CITt%2FwHIqZRFMlcUIllOSYOGeORLVjvDdHc9g%3D%3D%7Ctkp%3ABlBMUO6hhK2EZg
New HP Z2 Mini G4 Workstation Desktop PC - Barebone,$89.99,Shipping not specified,Open Box,https://www.ebay.com/itm/325195087034?_skw=PC&epid=20052205804&itmmeta=01K0HD122P3AX9H1F42597B3NT&hash=item4bb7233cba:g:PHUAAOSwJkBihZO4&itmprp=enc%3AAQAKAAAAsFkggFvd1GGDu0w3yXCmi1dJaHIldk2qJPgX8BU%2BdSu%2BlNb4K8zt%2BtJ1zsvQ3JbUTjmyZKAmQD19ehvk%2BMMboIZJZ9ITzNAFHskkg0PLum3pENzwKXriw8j%2FUeO7QHZh56rdXtwWBpWsfJ348fnyF%2BkvAP5QdMQr6hHe1FI4fLjf0mqfptnZvX24X5SdDTNMRC3OYDRqxn7aYKqwhjC1%2FjpF8Wer%2FHTGMMSIAIg1ZhE%2B%7Ctkp%3ABlBMUO6hhK2EZg
HP Mini Gaming PC | Intel Core i5-7500 / Nvidia GT 1030 | Windows 11 | SSD + HDD,$250.00,+$35.00 delivery,Pre-Owned,https://www.ebay.com/itm/406049771203?_skw=PC&itmmeta=01K0HD122PQJF1ZAFGF29JQZF8&hash=item5e8a73cec3:g:rQYAAeSwlXdoduxG&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fYVNOznhoAmTd8L4EoB2KogbdplzfMU3jIRMAIlbV%2BHfOQrpXW%2FaRlzJQQR25zD79n2r4tmMFWvWsyuE2lQTKm3207LLSRa0hTAGVkp72GbvQuXED37F9nf8pT5NGo8amN7oVDnYST%2FAGTsKytPhHxmHxt4RjrmB%2F4XZCwZlyy5Hlmb7zjRY24%2BAW3FF1CRxrPKkZwEddiZJoCFoxSjx%2FA7WtUFNz5bNbFUz8l%2BDCBhQEQE95opunHSXvjI%2BkQV5kG6TDbdyWrmIbaoM11xq7L%7Ctkp%3ABk9SR-6hhK2EZg
32gb gaming desktop pc tower computer Hp Light Up,$300.00,Shipping not specified,Brand New,https://www.ebay.com/itm/387833787413?_skw=PC&itmmeta=01K0HD122P3V156AX7GV1PGWEP&hash=item5a4cb1f415:g:SyQAAOSw9Nhniola&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cgf76P9MK5JkN4r7OtkZOGUWZ0FtG8K1UcjqaYV1o9bhG3mwORtYWND4RxfGNCfIldT690E2wKAwz5zI93CK0c4sEmh0r4XLm8z03cPLi%2FNAc4eXkp5f3c6Gt%2B8uEiI16hiWyLXuSLghP3xVR52rY%2BoYOQ83j91ngkh3GuXEUqyWGGJbgJWsXBKTuqg5NnGQcZDqf7hYm8eSfZ2NADftnc%2FrU8iIwh7jKaz2PW3iQph3fpEX1q0NWCXLwWJEGlwHC%2FWTu43akQwkWcdttBOiCE%7Ctkp%3ABk9SR-6hhK2EZg
"Budget HP Gaming PC (i5-8400, GTX 660, 16GB RAM, 256GB SSD + 1TB HDD)",$349.99,Shipping not specified,Pre-Owned,https://www.ebay.com/itm/376265776293?_skw=PC&itmmeta=01K0HD122PJFNYAG3ZNGGWQP04&hash=item579b301ca5:g:G6oAAeSwtwdoLTXG&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eij6v9DzsWzR2FNz89qVSP66axikfIILriuaWDsLDwKW%2BCVW4upKZk1P92ITXg0ckFKrSLyV8Rb71ebPszzE3mg2tcuj6jXSMz3VuFi2m1xcrN6kILExXn6y%2BXSu2EtNuTOdMdPKz%2FxaGscNz1iFE6NlAO2RMNiPbIAaPBSoSyLM6HeKxlc1NQwHUUMH8Dr0pVch5uxCy05K8PQLhbpdbFWr5fP8K6SqJP4gOwPV%2F8D4jqFmfTLY8tDW8oUiANUgCW3x63ThodnU%2BA%2FoeQK0GW%7Ctkp%3ABk9SR-6hhK2EZg
"DELL Desktop Computer PC i5,up to 64GB RAM,15TB SSD,Windows 10/11, WIFI,DVD-RW",$99.00 to $339.00,+$323.65 delivery,Excellent - Refurbished,https://www.ebay.com/itm/365358441843?_skw=PC&itmmeta=01K0HD122QRVHZPSPSG7CSHRV0&hash=item55110f6573:g:flQAAOSwDbdnknaA&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1eWsGPLrDRNXfGa3zdbIcvPmujKWQDmuaWak0EzfDSTc0lGAZsHydxshIWPMnEefHdvdoZ6cgHBsXuNPmCAXP9n7pGoY7dTbdMe1kmksNiuj4lsJrLDF67FdCU%2BKfT9Hxg1UrHNMyAouJC9GklV7Sar%2BQo6p2RAPj%2B2czPva5egu4VQe9L8Jng86Yx0GkaxrCMNhoJkugEFi5RnavivHb%2B9L97Cyp48ermY01q2J9aNbQ%3D%3D%7Ctkp%3ABk9SR-6hhK2EZg
Custom Build Gaming Desktop PC Computer 16GB RAM RGB LED CASE WIN 11 PRO SSD+HDD,$279.00,"+$1,569.93 delivery",Open Box,https://www.ebay.com/itm/394861250975?_skw=PC&itmmeta=01K0HD122Q2P6JQVRY97BB401C&hash=item5bef90899f:g:Jz0AAOSwXA9ljxUr&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dQvwahUVfLdBCs3TbWArYd8nF2OoLydMoBTlNmVeFgEB73G8%2Bne7xKu4KTm8Cia3jxhzznkV3NZcnaF3QlVn%2FrFG8OE9eHoRwGCf6%2F8yFLJ1f0qnEchGTkrvrL4CeZxpdABVmEHmsXcwAM9XsBtlKWTpBcH1%2FhogBGGnbU7YLjK0t0%2FuuaSlvNC%2FHAckRA1o8kAuJajiB%2B9fHXMUTo78Birmr1SwqZJPf1HdDJIxEt2g%3D%3D%7Ctkp%3ABk9SR-6hhK2EZg
Gaming Computer PC INTEL AMD RX 550,$196.00,+$30.00 delivery,Pre-Owned,https://www.ebay.com/itm/116685699292?_skw=PC&itmmeta=01K0HD122QSCR293CMWGF5FHMD&hash=item1b2b0278dc:g:9KoAAeSw7H5oYUj2&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fE26v%2FxaBOEpCI%2FbtPJ3w0%2F7XzgP1XJRHsw%2FHldfW0VspPXj699CYqJ88hhmAkGdQO4rr1jZc5OSTlE2B4bmlG2SFU6%2FdirLgHdo3JqWqcARX8WeIW%2By6WFf3ISNNJD9OnpculTh6LZq3DucbFqfT9J8yvvOOWHMag%2BVzS4KB4XA5iczhn2vAviku6KGloS5IkfRZPsvuDpVt4U65wH6V01BsojbIofXSKl%2B%2Frm7YSsg%3D%3D%7Ctkp%3ABk9SR-6hhK2EZg
"Dell Gaming PC Desktop Computer i5 7TH, Up to 64GB RAM, 5TB SSD,NVIDIA Windows",$129.00 to $439.95,+$323.65 delivery,Excellent - Refurbished,https://www.ebay.com/itm/365546698097?_skw=PC&itmmeta=01K0HD122QVF07BDRS0V9P8MQ1&hash=item551c47f571:g:RfUAAOSwrFFoAqO9&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1e03%2BsjBOUV0SNFTpF77PMGn7aj1pjfctemy9JHRIZGqW7khQk0nSj14PRkJo1K2pyWVvTPrwUUyyWCGETDE8tWmnmgxV%2BJ9cRnlILqcVdcAYexnoTGH%2FpgO%2FqBxMo02E7%2FinJfm1JBMUtkXEmkWNKGZQmpXxAYpChsY3%2FTmJsc5ItgQIrl5H8tM7JKHhghRGoAavddht3ApTT92LCD%2BzusHHrVkfoYh5iI9W5cZyTgTAmEmirxnmfe4Z4CumkhAZniT8MWck5NkE%2B9yzVttHAN%7Ctkp%3ABk9SR-6hhK2EZg
PC Intel i5 4460 Gigabyte GA-H81M 8GB RAM 256GB SSD. Full computer with no case,$150.00,+$1.00 delivery,Pre-Owned,https://www.ebay.com/itm/126974203102?_skw=PC&itmmeta=01K0HD122Q40NVY4F1C6YTBCJC&hash=item1d904094de:g:EZQAAeSw10BnxsLO&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1ewlOB5cpiPEmaxkivibXs39oGadh0BOYP544DdmKjeKc0kXRWoDDrYu70Hyyv%2Bm3yF00YiQ8lmLyCYFn3PY1WDoB5LxVWVG3HH%2BKUueZTZjfD6aRigKE4TU3tPS5QrlaugzUntmcr1RQXFRJr8%2BxFcy%2FL5nbtg5aaM91K1aW7utITgqgGw3ydDEJCCBgM3bj2Rm9oXLuoJutivhtGqXoQPaumaeMcps6eMlketJSp3VUq8PLPv2Up0zEC67s9TIQBpm%2FKvPDHJl7Bm6Qgvuylr%7Ctkp%3ABk9SR-6hhK2EZg
